#,Region/ المنطقة,PC Code/ رمز مركز الانتخاب,Office #/ الللجنة الانتخابية #,Office/ الللجنة الانتخابية ,Main C/ الدائرة الانتخابية الرئيسية,SubC # / رقم الدائرة الفرعية ,SubC name / الدائرة الفرعية,Name PC,Mahalla / المحلة,Village / المدينة/القرية,نوع المركز / Type,E  خط العرض   / Coordinates E,N  خط العرض   / Coordinates N
1180,الشرقية,31001,12,طبرق,الأولى,1,طبرق,مدرسة شهداء عين الغزالة,عين الغزالة,طبرق,1عام,,
1181,الشرقية,31002,12,طبرق,الأولى,1,طبرق,مدرسة الفضيل بوعمر,القرضبة,طبرق,1عام,,
1182,الشرقية,31003,12,طبرق,الأولى,1,طبرق,مدرسة الشهيد رجب بوحويش,بالخاثر,طبرق,1عام,,
1183,الشرقية,31004,12,طبرق,الأولى,1,طبرق,مدرسة المرصص,المرصص,طبرق,1عام,,
1184,الشرقية,31005,12,طبرق,الأولى,1,طبرق,مدرسة موسي اهويدي,المدينة,طبرق,1عام,,
1185,الشرقية,31006,12,طبرق,الأولى,1,طبرق,مدرسة القدس,المدينة,طبرق,1عام,,
1186,الشرقية,31007,12,طبرق,الأولى,1,طبرق,مدرسة الزهور,المدينة,طبرق,1عام,,
1187,الشرقية,31008,12,طبرق,الأولى,1,طبرق,مدرسة اسامة بن زيد,المدينة,طبرق,1عام,,
1188,الشرقية,31009,12,طبرق,الأولى,1,طبرق,مدرسة عمر المختار,المدينة,طبرق,1عام,,
1189,الشرقية,31010,12,طبرق,الأولى,1,طبرق,مدرسة فاطمة الزهراء,المدينة,طبرق,1عام,,
1190,الشرقية,31011,12,طبرق,الأولى,1,طبرق,مدرسة اسماء ينت ابي بكر,المدينة,طبرق,1عام,,
1191,الشرقية,31012,12,طبرق,الأولى,1,طبرق,مدرسة طبرق الثانوية,المدينة,طبرق,1عام,,
1192,الشرقية,31013,12,طبرق,الأولى,1,طبرق,مدرسة الانتصار,المدينة,طبرق,1عام,,
1193,الشرقية,31014,12,طبرق,الأولى,1,طبرق,مدرسة الشيخ المبري,المدينة,طبرق,1عام,,
1194,الشرقية,31015,12,طبرق,الأولى,1,طبرق,مدرسة علي بن ابي طالب,المدينة,طبرق,1عام,,
1195,الشرقية,31016,12,طبرق,الأولى,1,طبرق,مدرسة عطية لياس,المدينة,طبرق,1عام,,
1196,الشرقية,31017,12,طبرق,الأولى,1,طبرق,مدرسة بدر الكبري,المدينة,طبرق,1عام,,
1197,الشرقية,31018,12,طبرق,الأولى,1,طبرق,مدرسة الفيحاء,المدينة,طبرق,1عام,,
1198,الشرقية,31019,12,طبرق,الأولى,1,طبرق,مدرسة علي حسن الجابر,المدينة,طبرق,1عام,,
1199,الشرقية,31020,12,طبرق,الأولى,1,طبرق,مدرسة خديجة الكبري,المدينة,طبرق,1عام,,
1200,الشرقية,31021,12,طبرق,الأولى,1,طبرق,مدرسة صالح الحداد,المدينة,طبرق,1عام,,
1201,الشرقية,31022,12,طبرق,الأولى,1,طبرق,مدرسة المنار,المدينة,طبرق,1عام,,
1202,الشرقية,31023,12,طبرق,الأولى,1,طبرق,مدرسة المجد,المدينة,طبرق,1عام,,
1203,الشرقية,31024,12,طبرق,الأولى,1,طبرق,مدرسة ابن خلدون,المدينة,طبرق,1عام,,
1204,الشرقية,31025,12,طبرق,الأولى,1,طبرق,مدرسة صلاح الدين,المدينة,طبرق,1عام,,
1205,الشرقية,31026,12,طبرق,الأولى,1,طبرق,مدرسة الحرية,الجهاد,طبرق,1عام,,
1206,الشرقية,31027,12,طبرق,الأولى,1,طبرق,مدرسة الخليل مصطفي,الجهاد,طبرق,1عام,,
1207,الشرقية,31028,12,طبرق,الأولى,1,طبرق,مدرسة الفاروق,الجهاد,طبرق,1عام,,
1208,الشرقية,31029,12,طبرق,الأولى,1,طبرق,مدرسة الشعله,الجهاد,طبرق,1عام,,
1209,الشرقية,31030,12,طبرق,الأولى,1,طبرق,مدرسة الجهاد,الجهاد,طبرق,1عام,,
1210,الشرقية,31031,12,طبرق,الأولى,1,طبرق,مدرسة الشهيد بوعطيوة,الجهاد,طبرق,1عام,,
1211,الشرقية,31032,12,طبرق,الأولى,1,طبرق,مدرسة سليمان بوعلجية,باب الزيتون,طبرق,1عام,,
1212,الشرقية,31033,12,طبرق,الأولى,1,طبرق,مدرسة عمر المختار الثانوية,عمر المختار,طبرق,1عام,,
1213,الشرقية,31034,12,طبرق,الأولى,1,طبرق,مدرسة النسور,عمر المختار,طبرق,1عام,,
1214,الشرقية,31035,12,طبرق,الأولى,1,طبرق,مدرسة القعرة الاعدادية,القعرة,طبرق,1عام,,
1215,الشرقية,31036,12,طبرق,الأولى,1,طبرق,مدرسة سمرقند,كمبوت,طبرق,1عام,,
1216,الشرقية,31037,12,طبرق,الأولى,1,طبرق,مدرسة كمبوت الثانوية,كمبوت,طبرق,1عام,,
1217,الشرقية,31038,12,طبرق,الأولى,1,طبرق,مدرسة جنزور,جنزور,طبرق,1عام,,
1218,الشرقية,31039,12,طبرق,الأولى,1,طبرق,مدرسة مرسي لك,مرسي لك,طبرق,1عام,,
1219,الشرقية,31040,12,طبرق,الأولى,1,طبرق,مدرسة خالد بن الوليد,البردى,طبرق,1عام,,
1220,الشرقية,31041,12,طبرق,الأولى,1,طبرق,مدرسة قصر الجدي الثانوية,قصر الجدي,طبرق,1عام,,
1221,الشرقية,31042,12,طبرق,الأولى,1,طبرق,مدرسة أم ركبة,أم ركبة,طبرق,1عام,,
1222,الشرقية,31043,12,طبرق,الأولى,1,طبرق,مدرسة ابن سينا,الساحل,طبرق,1عام,,
1223,الشرقية,31044,12,طبرق,الأولى,1,طبرق,مدرسة راس عزاز,رأس عزاز,طبرق,1عام,,
1224,الشرقية,31045,12,طبرق,الأولى,1,طبرق,مدرسة عقبه بن نافع,شماس,طبرق,1عام,,
1225,الشرقية,31046,12,طبرق,الأولى,1,طبرق,مدرسة بئر الاشهب,بئر الأشهب,طبرق,1عام,,
1226,الشرقية,31047,12,طبرق,الأولى,1,طبرق,مدرسة بئر الاشهب الثانوية,بئر الأشهب,طبرق,1عام,,
1227,الشرقية,31048,12,طبرق,الأولى,1,طبرق,مدرسة امساعد,امساعد,طبرق,1عام,,
1228,الشرقية,31049,12,طبرق,الأولى,1,طبرق,مدرسة الطليعه,امساعد,طبرق,1عام,,
1229,الشرقية,31050,12,طبرق,الأولى,1,طبرق,مدرسة الشعبه,الشعبة,طبرق,1عام,,
1230,الشرقية,31051,12,طبرق,الأولى,1,طبرق,مدرسة الجغبوب,الجغبوب,طبرق,1عام,,
1232,الشرقية,31053,12,طبرق,الأولى,1,طبرق,مدرسة قابس,كمبوت,طبرق,1عام,,
1234,الشرقية,31055,12,طبرق,الأولى,1,طبرق,مدرسة حفلس,كمبوت,طبرق,1عام,,
1237,الشرقية,32001,13,درنة,الأولى,2,القبة,الكرامة,القبة,القبة,1عام,,
1238,الشرقية,32002,13,درنة,الأولى,2,القبة,الإخلاص,القبة,القبة,1عام,,
1239,الشرقية,32003,13,درنة,الأولى,2,القبة,إبراهيم بكار,القبة,القبة,1عام,,
1240,الشرقية,32004,13,درنة,الأولى,2,القبة,أسماء للتعليم الأساسي,القبة,القبة,1عام,,
1241,الشرقية,32005,13,درنة,الأولى,2,القبة,أفريقيا للتعليم الثانوي,القبة,القبة,1عام,,
1242,الشرقية,32006,13,درنة,الأولى,2,القبة,بيت ثامر,بيت ثامر,القبة,1عام,,
1243,الشرقية,32007,13,درنة,الأولى,2,القبة,عوض العبيدي,لملودة,القبة,1عام,,
1244,الشرقية,32008,13,درنة,الأولى,2,القبة,الفضيل بوعمر,الدبوسية,القبة,1عام,,
1245,الشرقية,32009,13,درنة,الأولى,2,القبة,التقدم,الأبرق,القبة,1عام,,
1246,الشرقية,32010,13,درنة,الأولى,2,القبة,الابرق الأساسية,الأبرق,القبة,1عام,,
1247,الشرقية,32011,13,درنة,الأولى,2,القبة,ادريس بوبنة,القيقب,القبة,1عام,,
1248,الشرقية,32012,13,درنة,الأولى,2,القبة,المجد,القيقب,القبة,1عام,,
1249,الشرقية,32013,13,درنة,الأولى,2,القبة,ترت,ترت,القبة,1عام,,
1250,الشرقية,32014,13,درنة,الأولى,2,القبة,شهداء المحجة,خولان,القبة,1عام,,
1251,الشرقية,32015,13,درنة,الأولى,2,القبة,راس الهلال,رأس الهلال,القبة,1عام,,
1252,الشرقية,32016,13,درنة,الأولى,2,القبة,مدرسة خالد ابن الوليد,سيدي خالد,القبة,1عام,,
1253,الشرقية,32017,13,درنة,الأولى,2,القبة,شهداء الخرص,عين مارة,القبة,1عام,,
1254,الشرقية,32018,13,درنة,الأولى,2,القبة,عين مارة,عين مارة,القبة,1عام,,
1255,الشرقية,32019,13,درنة,الأولى,2,القبة,طارق بن زياد,لالى,القبة,1عام,,
1256,الشرقية,32020,13,درنة,الأولى,2,القبة,المخيلي,المخيلى,القبة,1عام,,
1285,الشرقية,32054,13,درنة,الأولى,2,القبة,"
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية 
مدرسة بشارة الاعدادية ",بشارة ,القبة ,1عام,,
1257,الشرقية,32021,13,درنة,الأولى,3,درنة,النصر,البلاد,درنة,1عام,,
1258,الشرقية,32022,13,درنة,الأولى,3,درنة,مدرسة سليمان خاطر,الجبيلة,درنة,1عام,,
1259,الشرقية,32025,13,درنة,الأولى,3,درنة,الصديق,الجبيلة,درنة,1عام,,
1260,الشرقية,32026,13,درنة,الأولى,3,درنة,الشلال,المغار,درنة,1عام,,
1261,الشرقية,32027,13,درنة,الأولى,3,درنة,الشهيد علي حسن الجابر,المغار,درنة,1عام,,
1262,الشرقية,32028,13,درنة,الأولى,3,درنة,شهداء الجمعة,المغار,درنة,1عام,,
1263,الشرقية,32029,13,درنة,الأولى,3,درنة,روضة الزهور,المغار,درنة,1عام,,
1264,الشرقية,32030,13,درنة,الأولى,3,درنة,الضياء,المغار,درنة,1عام,,
1265,الشرقية,32031,13,درنة,الأولى,3,درنة,أم المؤمنين,المغار,درنة,1عام,,
1266,الشرقية,32032,13,درنة,الأولى,3,درنة,فتحي الطيرة,بومنصور,درنة,1عام,,
1267,الشرقية,32033,13,درنة,الأولى,3,درنة,النهضة,بومنصور,درنة,1عام,,
1268,الشرقية,32034,13,درنة,الأولى,3,درنة,الخلود,بومنصور,درنة,1عام,,
1269,الشرقية,32035,13,درنة,الأولى,3,درنة,الحرية,بومنصور,درنة,1عام,,
1270,الشرقية,32036,13,درنة,الأولى,3,درنة,شهداء الزنتان,بومنصور,درنة,1عام,,
1271,الشرقية,32038,13,درنة,الأولى,3,درنة,مفتاح الماجري,الساحل الشرقى,درنة,1عام,,
1272,الشرقية,32039,13,درنة,الأولى,3,درنة,مدرسة الأمل,الساحل الشرقى,درنة,1عام,,
1273,الشرقية,32042,13,درنة,الأولى,3,درنة,النصر والتحدي,كرسة,درنة,1عام,,
1274,الشرقية,32043,13,درنة,الأولى,3,درنة,الاحرار,مرتوبة,درنة,1عام,,
1275,الشرقية,32044,13,درنة,الأولى,3,درنة,شهداء القرقف,مرتوبة,درنة,1عام,,
1276,الشرقية,32045,13,درنة,الأولى,3,درنة,الأثرون,الأثرون,درنة,1عام,,
1277,الشرقية,32046,13,درنة,الأولى,3,درنة,الحي الجديد,أم الرزم,درنة,1عام,,
1278,الشرقية,32047,13,درنة,الأولى,3,درنة,عمر المختار,أم الرزم,درنة,1عام,,
1279,الشرقية,32048,13,درنة,الأولى,3,درنة,ام احفين,أم الرزم,درنة,1عام,,
1280,الشرقية,32049,13,درنة,الأولى,3,درنة,أبو الفرائس,أبو الفرائس,درنة,1عام,,
1281,الشرقية,32050,13,درنة,الأولى,3,درنة,خليج البمبة,البمبه,درنة,1عام,,
1282,الشرقية,32051,13,درنة,الأولى,3,درنة,التميمي,التميمى,درنة,1عام,,
1283,الشرقية,32052,13,درنة,الأولى,3,درنة,العزيات الثانوية,العزيات,درنة,1عام,,
1284,الشرقية,32053,13,درنة,الأولى,3,درنة,المجاهد بوشعراية حمد الشلوى ,باسس,درنة,1عام,,
1286,الشرقية,33001,14,البيضاء,التانية,4,شحات,الفتح الاسلامي,سوسه,سوسه,1عام,,
1287,الشرقية,33002,14,البيضاء,التانية,4,شحات,سوسة الاساسية,سوسه,سوسه,1عام,,
1288,الشرقية,33003,14,البيضاء,التانية,4,شحات,المنصورة,المنصورة,المنصورة,1عام,,
1289,الشرقية,33004,14,البيضاء,التانية,4,شحات,فاطمة الزهراء,شحات القديمة,شحات,1عام,,
1290,الشرقية,33005,14,البيضاء,التانية,4,شحات,صلاح الدين,شحات الجديدة,شحات,1عام,,
1291,الشرقية,33006,14,البيضاء,التانية,4,شحات,الشهيد الميار,شحات الجديدة,شحات,1عام,,
1292,الشرقية,33007,14,البيضاء,التانية,4,شحات,زيد بن ثابت,شحات الجديدة,شحات,1عام,,
1293,الشرقية,33008,14,البيضاء,التانية,4,شحات,نوري اسباق,شحات الجديدة,شحات,1عام,,
1294,الشرقية,33009,14,البيضاء,التانية,4,شحات,اقطيط موسى,الصفصاف,الصفصاف,1عام,,
1295,الشرقية,33010,14,البيضاء,التانية,4,شحات,يوسف الجيلاني,قرنادة,قرنادة,1عام,,
1296,الشرقية,33011,14,البيضاء,التانية,4,شحات,الانتصار,الفائدية الشمالية,الفائدية,1عام,,
1297,الشرقية,33012,14,البيضاء,التانية,4,شحات,الجيل الجديد,بلقس,بلقس,1عام,,
1298,الشرقية,33013,14,البيضاء,التانية,4,شحات,سليمان ادريس,أشنيشن,أشنيشن,1عام,,
1383,الشرقية,33098,14,البيضاء,التانية,4,شحات,مدرسة الشهيد عبد الحق,راس التراب,راس التراب,1عام,,
1299,الشرقية,33014,14,البيضاء,التانية,5,البيضاء,الشورى,اسلنطه,اسلنطه,1عام,,
1300,الشرقية,33015,14,البيضاء,التانية,5,البيضاء,الزهراء,البيضاء,البيضاء,1عام,,
1301,الشرقية,33016,14,البيضاء,التانية,5,البيضاء,فتاة ليبيا,البيضاء الشرقية,البيضاء,1عام,,
1302,الشرقية,33017,14,البيضاء,التانية,5,البيضاء,خالد بن الواليد,البيضاء الشرقية,البيضاء,1عام,,
1303,الشرقية,33018,14,البيضاء,التانية,5,البيضاء,الفردوس,البيضاء الشرقية,البيضاء,1عام,,
1304,الشرقية,33019,14,البيضاء,التانية,5,البيضاء,الاسراء والمعراج,البيضاء الغربية,البيضاء,1عام,,
1305,الشرقية,33020,14,البيضاء,التانية,5,البيضاء,النهضة,البيضاء الغربية,البيضاء,1عام,,
1306,الشرقية,33021,14,البيضاء,التانية,5,البيضاء,القلعة / الوسيطة,البيضاء الغربية,الوسيطة,1عام,,
1307,الشرقية,33022,14,البيضاء,التانية,5,البيضاء,المجاهد محمد بلقاسم,الجهاد,الجهاد,1عام,,
1308,الشرقية,33023,14,البيضاء,التانية,5,البيضاء,الخويمات,الخويمات,الخويمات,1عام,,
1309,الشرقية,33024,14,البيضاء,التانية,5,البيضاء,الزاوية القديمة,الزاوية القديمة,البيضاء,1عام,,
1310,الشرقية,33025,14,البيضاء,التانية,5,البيضاء,الميدان,السوق القديم,البيضاء,1عام,,
1311,الشرقية,33026,14,البيضاء,التانية,5,البيضاء,النصر,السوق القديم,البيضاء,1عام,,
1312,الشرقية,33027,14,البيضاء,التانية,5,البيضاء,اليقظة,الغريقة,البيضاء,1عام,,
1313,الشرقية,33028,14,البيضاء,التانية,5,البيضاء,الخنساء,الغريقة,البيضاء,1عام,,
1314,الشرقية,33029,14,البيضاء,التانية,5,البيضاء,عمر بن الخطاب,الغريقة,البيضاء,1عام,,
1315,الشرقية,33030,14,البيضاء,التانية,5,البيضاء,رويفع الانصاري,الغريقة,البيضاء,1عام,,
1316,الشرقية,33031,14,البيضاء,التانية,5,البيضاء,عقبة بن نافع,الغريقة,البيضاء,1عام,,
1317,الشرقية,33032,14,البيضاء,التانية,5,البيضاء,الاستقلال,الغريقة,البيضاء,1عام,,
1318,الشرقية,33033,14,البيضاء,التانية,5,البيضاء,وجدة,الغريقة,البيضاء,1عام,,
1319,الشرقية,33034,14,البيضاء,التانية,5,البيضاء,الحرية,الغريقة,البيضاء,1عام,,
1320,الشرقية,33035,14,البيضاء,التانية,5,البيضاء,شهداء البيضاء الجديدة,الغريقة,البيضاء,1عام,,
1321,الشرقية,33036,14,البيضاء,التانية,5,البيضاء,احفاد المختار,الغريقة,البيضاء,1عام,,
1322,الشرقية,33037,14,البيضاء,التانية,5,البيضاء,رابعة العدوية,الغريقة,البيضاء,1عام,,
1323,الشرقية,33038,14,البيضاء,التانية,5,البيضاء,ابن خلدون,الغريقة,البيضاء,1عام,,
1324,الشرقية,33039,14,البيضاء,التانية,5,البيضاء,نسيبة بنت كعب,الغريقة,البيضاء,1عام,,
1325,الشرقية,33040,14,البيضاء,التانية,5,البيضاء,سليون,الوسيطه,الوسيطه,1عام,,
1326,الشرقية,33041,14,البيضاء,التانية,5,البيضاء,انتفاضة 17 فبراير,جردس الجراري,جردس الجراري,1عام,,
1327,الشرقية,33042,14,البيضاء,التانية,5,البيضاء,عمر المختار للبنات,عمر المختار,عمر المختار,1عام,,
1328,الشرقية,33043,14,البيضاء,التانية,5,البيضاء,شهداء الزاوية,قصر المقدم,قصر المقدم,1عام,,
1329,الشرقية,33044,14,البيضاء,التانية,5,البيضاء,عبدالرحيم بوبكر,قندولة,قندولة,1عام,,
1330,الشرقية,33045,14,البيضاء,التانية,5,البيضاء,عمر بن العزيز,ماسه,سيدي عبدالواحد,1عام,,
1331,الشرقية,33046,14,البيضاء,التانية,5,البيضاء,ماسه المشتركة,ماسه الجنوبية,ماسه,1عام,,
1332,الشرقية,33047,14,البيضاء,التانية,5,البيضاء,خولة بنت الازور,ماسه الشمالية,ماسه,1عام,,
1333,الشرقية,33048,14,البيضاء,التانية,5,البيضاء,المجاهد الناجي,مراوة,مراوة,1عام,,
1334,الشرقية,33049,14,البيضاء,التانية,5,البيضاء,وردامة,وردامه,وردامه,1عام,,
1384,الشرقية,33099,14,البيضاء,التانية,5,البيضاء,مدرسة عمر عصر,طرغونية,طرغونية,1عام,,
1335,الشرقية,33050,14,البيضاء,التانية,6,المرج,الجهاد الثانوية,البنية,البنية,1عام,,
1336,الشرقية,33051,14,البيضاء,التانية,6,المرج,صالح ادريس,العويلية الشرقية,العويلية,1عام,,
1337,الشرقية,33052,14,البيضاء,التانية,6,المرج,17فبراير,العويلية الغربية,المرج,1عام,,
1338,الشرقية,33053,14,البيضاء,التانية,6,المرج,العويلية الإبتدائية,العويلية الغربية,العويلية,1عام,,
1339,الشرقية,33054,14,البيضاء,التانية,6,المرج,النور,المرج,المرج,1عام,,
1340,الشرقية,33055,14,البيضاء,التانية,6,المرج,عمر المختار,المرج,المرج,1عام,,
1341,الشرقية,33056,14,البيضاء,التانية,6,المرج,النصر,المرج,المرج,1عام,,
1342,الشرقية,33057,14,البيضاء,التانية,6,المرج,خديجة الكبري,المرج,المرج,1عام,,
1343,الشرقية,33058,14,البيضاء,التانية,6,المرج,النهضة,المرج,المرج,1عام,,
1344,الشرقية,33059,14,البيضاء,التانية,6,المرج,عيسى الوكواك,المرج,المرج,1عام,,
1345,الشرقية,33060,14,البيضاء,التانية,6,المرج,جمال عبد الناصر,المرج,المرج,1عام,,
1346,الشرقية,33061,14,البيضاء,التانية,6,المرج,خالد بن الواليد,المرج,المرج,1عام,,
1347,الشرقية,33062,14,البيضاء,التانية,6,المرج,عقبة بن نافع,المرج,المرج,1عام,,
1348,الشرقية,33063,14,البيضاء,التانية,6,المرج,مدور الزيتون,المرج,مدور الزيتون,1عام,,
1349,الشرقية,33064,14,البيضاء,التانية,6,المرج,القوافل,المرج,المرج,1عام,,
1350,الشرقية,33065,14,البيضاء,التانية,6,المرج,عمر بن عبدالعزيز,المرج الشرقية,المرج,1عام,,
1351,الشرقية,33066,14,البيضاء,التانية,6,المرج,الحرية,المرج الشرقية,المرج,1عام,,
1352,الشرقية,33067,14,البيضاء,التانية,6,المرج,المجد,المرج الشرقية,المرج,1عام,,
1353,الشرقية,33068,14,البيضاء,التانية,6,المرج,علي حسن الجابر,المرج الشرقية,المرج,1عام,,
1354,الشرقية,33069,14,البيضاء,التانية,6,المرج,الجيل الصاعد,المرج الشرقية,المرج,1عام,,
1355,الشرقية,33070,14,البيضاء,التانية,6,المرج,طارق بن زياد,المرج الشرقية,المرج,1عام,,
1356,الشرقية,33071,14,البيضاء,التانية,6,المرج,الوحدة العربية,المرج الشرقية,العويلية,1عام,,
1357,الشرقية,33072,14,البيضاء,التانية,6,المرج,القرضابية,المرج الغربية,المرج,1عام,,
1358,الشرقية,33073,14,البيضاء,التانية,6,المرج,البشائر,المرج الغربية,المرج,1عام,,
1359,الشرقية,33074,14,البيضاء,التانية,6,المرج,عائشة أم المؤمنين,المرج الغربية,المرج,1عام,,
1360,الشرقية,33075,14,البيضاء,التانية,6,المرج,أسماء بنت أبي بكر,المرج الغربية,المرج,1عام,,
1361,الشرقية,33076,14,البيضاء,التانية,6,المرج,شهداء بوعرق,تاكنس الشرقية,المرج,1عام,,
1362,الشرقية,33077,14,البيضاء,التانية,6,المرج,المقرنات,تاكنس الغربية,تاكنس,1عام,,
1363,الشرقية,33078,14,البيضاء,التانية,6,المرج,الانعتاق,جردس الجنوبية,جردس الاحرار,1عام,,
1364,الشرقية,33079,14,البيضاء,التانية,6,المرج,شهداء الرحيبة,جردس الشمالية,جردس الاحرار,1عام,,
1365,الشرقية,33080,14,البيضاء,التانية,6,المرج,القدس,سيدي جبريل,المرج,1عام,,
1366,الشرقية,33081,14,البيضاء,التانية,6,المرج,عبد الله الفيل,فرزوغه,فرزوغه,1عام,,
1385,الشرقية,33100,14,البيضاء,التانية,6,المرج,مدرسة ساس الابتدائية,ساس,ساس,1عام,,
1386,الشرقية,33101,14,البيضاء,التانية,6,المرج,مدرسة عبد الحفيظ اللقيح,الخروبة,منطقة الخروبة,1عام,,
1367,الشرقية,33082,14,البيضاء,التانية,7,قصر ليبيا,جادالله النيان,اقفنطه,اقفنطه,1عام,,
1368,الشرقية,33083,14,البيضاء,التانية,7,قصر ليبيا,عبد النبي المزيني,البياضة الشرقية,البياضة,1عام,,
1369,الشرقية,33084,14,البيضاء,التانية,7,قصر ليبيا,موسي بكار,البياضة الشرقية,البياضة,1عام,,
1370,الشرقية,33085,14,البيضاء,التانية,7,قصر ليبيا,خليل جار الله,البياضه الغربية,البياضه,1عام,,
1371,الشرقية,33086,14,البيضاء,التانية,7,قصر ليبيا,الحمامة الشمالية,الحمامة,الحمامة,1عام,,
1372,الشرقية,33087,14,البيضاء,التانية,7,قصر ليبيا,الحنية الاساسية,الحنية,الحنية,1عام,,
1373,الشرقية,33088,14,البيضاء,التانية,7,قصر ليبيا,شهداء اسدوس,الساحل,اسدوس,1عام,,
1374,الشرقية,33089,14,البيضاء,التانية,7,قصر ليبيا,بالحديد,بالحديد,بالحديد,1عام,,
1375,الشرقية,33090,14,البيضاء,التانية,7,قصر ليبيا,بطة الإعدادية,بطة,بطة,1عام,,
1376,الشرقية,33091,14,البيضاء,التانية,7,قصر ليبيا,ابوبكر الكيش,بطة,بطة,1عام,,
1377,الشرقية,33092,14,البيضاء,التانية,7,قصر ليبيا,زاوية أمبلو,بطة,بطة,1عام,,
1378,الشرقية,33093,14,البيضاء,التانية,7,قصر ليبيا,سيدي نوح,بطة,بطة,1عام,,
1379,الشرقية,33094,14,البيضاء,التانية,7,قصر ليبيا,ابوبكر الصديق,بوترابة,بوترابة,1عام,,
1380,الشرقية,33095,14,البيضاء,التانية,7,قصر ليبيا,شهداء زاوية العرقوب,زاوية العرقوب,زاوية العرقوب,1عام,,
1381,الشرقية,33096,14,البيضاء,التانية,7,قصر ليبيا,الفاروق,طلميثة,طلميثة,1عام,,
1382,الشرقية,33097,14,البيضاء,التانية,7,قصر ليبيا,محمد عسل,قصر ليبيا,قصر ليبيا,1عام,,
1387,الشرقية,33102,14,البيضاء,التانية,7,قصر ليبيا,مدرسة المعلم,الغريب,منطقة الغريب,1عام,,
1389,الشرقية,34001,15,بنغازي,الثالثة,8,بنغازي,الحرية,بنغازي المدينة,بنغازي المركز,1عام,,
1390,الشرقية,34002,15,بنغازي,الثالثة,8,بنغازي,القدس,بنغازي المدينة,بنغازي المركز,1عام,,
1391,الشرقية,34003,15,بنغازي,الثالثة,8,بنغازي,شهداء الجزيرة,بنغازي المدينة,بنغازي المركز,1عام,,
