#,Region/ المنطقة,PC Code/ رمز مركز الانتخاب,Office #/ الللجنة الانتخابية #,Office/ الللجنة الانتخابية ,Main C/ الدائرة الانتخابية الرئيسية,SubC # / رقم الدائرة الفرعية ,SubC name / الدائرة الفرعية,Name PC,Mahalla / المحلة,Village / المدينة/القرية,نوع المركز / Type,E  خط العرض   / Coordinates E,N  خط العرض   / Coordinates N
573,الغربية,14243,4,طرابلس,الحادية عشر,60,جنزور,اليرموك,جنزور السوق,جنزور,1عام,,
574,الغربية,14244,4,طرابلس,الحادية عشر,60,جنزور,ذات الصواري,جنزور الشرقية,جنزور,1عام,,
575,الغربية,14245,4,طرابلس,الحادية عشر,60,جنزور,أولاد سويسي,جنزور الشرقية,جنزور,1عام,,
576,الغربية,14246,4,طرابلس,الحادية عشر,60,جنزور,زيد بن حارثة,جنزور الشرقية,جنزور,1عام,,
577,الغربية,14247,4,طرابلس,الحادية عشر,60,جنزور,الفالوجة,جنزور الشرقية,جنزور,1عام,,
578,الغربية,14248,4,طرابلس,الحادية عشر,60,جنزور,بيت الحكمة,جنزور الشرقية,جنزور,1عام,,
579,الغربية,14249,4,طرابلس,الحادية عشر,60,جنزور,التحرير,جنزور الشرقية,جنزور,1عام,,
580,الغربية,14250,4,طرابلس,الحادية عشر,60,جنزور,قار يونس,جنزور الشرقية,جنزور,1عام,,
581,الغربية,14251,4,طرابلس,الحادية عشر,60,جنزور,ثانوية المجد,جنزور الشرقية,جنزور,1عام,,
582,الغربية,14252,4,طرابلس,الحادية عشر,60,جنزور,الغيران الجنوبية,جنزور الشرقية,جنزور,1عام,,
583,الغربية,14253,4,طرابلس,الحادية عشر,60,جنزور,17فبراير,جنزور الشرقية,جنزور,1عام,,
584,الغربية,14254,4,طرابلس,الحادية عشر,60,جنزور,ثانوية الحشان,الحشان,جنزور,1عام,,
585,الغربية,14255,4,طرابلس,الحادية عشر,60,جنزور,عبدالله بن رواحه,الحشان,جنزور,1عام,,
586,الغربية,14256,4,طرابلس,الحادية عشر,60,جنزور,صياد الثانوية,صياد,جنزور,1عام,,
587,الغربية,14257,4,طرابلس,الحادية عشر,60,جنزور,الأصيل,صياد,جنزور,1عام,,
588,الغربية,14258,4,طرابلس,الحادية عشر,60,جنزور,نجلاء الخالدية,صياد,جنزور,1عام,,
589,الغربية,14259,4,طرابلس,الحادية عشر,60,جنزور,السهل الأخضر,صياد,جنزور,1عام,,
590,الغربية,14260,4,طرابلس,الحادية عشر,60,جنزور,فجر عروس البحر,سيدي عبد اللطيف,جنزور,1عام,,
591,الغربية,14261,4,طرابلس,الحادية عشر,60,جنزور,سيدي عبداللطيف,سيدي عبد اللطيف,جنزور,1عام,,
592,الغربية,14262,4,طرابلس,الحادية عشر,60,جنزور,أبطال الحجارة,سيدي عبد اللطيف,جنزور,1عام,,
593,الغربية,14263,4,طرابلس,الحادية عشر,60,جنزور,شهداء جنزور,جنزور الوسط,جنزور,1عام,,
594,الغربية,14264,4,طرابلس,الحادية عشر,60,جنزور,الوطن العربي,جنزور الوسط,جنزور,1عام,,
595,الغربية,14265,4,طرابلس,الحادية عشر,60,جنزور,عمار بن ياسر,جنزور الوسط,جنزور,1عام,,
596,الغربية,14266,4,طرابلس,الحادية عشر,60,جنزور,شمس الحرية,جنزور الوسط,جنزور,1عام,,
597,الغربية,14267,4,طرابلس,الحادية عشر,60,جنزور,الثورة,جنزور الوسط,جنزور,1عام,,
598,الغربية,14268,4,طرابلس,الحادية عشر,60,جنزور,شهداء الجمعة الثانوية,جنزور الوسط,جنزور,1عام,,
599,الغربية,14269,4,طرابلس,الحادية عشر,60,جنزور,نجيلة الثانوية,النجيلة,جنزور,1عام,,
600,الغربية,14270,4,طرابلس,الحادية عشر,60,جنزور,أحفاد المختار,النجيلة,جنزور,1عام,,
601,الغربية,14271,4,طرابلس,الحادية عشر,60,جنزور,حي المجاهد,النجيلة,جنزور,1عام,,
602,الغربية,14272,4,طرابلس,الحادية عشر,60,جنزور,أفريقيا,السراج,جنزور,1عام,,
445,الغربية,14115,4,طرابلس,الحادية عشر,61,أبوسليم,الإنتصار,باب السلام (عكارة),ابو سليم,1عام,,
446,الغربية,14116,4,طرابلس,الحادية عشر,61,أبوسليم,تاقرفت,باب السلام (عكارة),ابو سليم,1عام,,
447,الغربية,14117,4,طرابلس,الحادية عشر,61,أبوسليم,أحرار ليبيا,باب السلام (عكارة),ابو سليم,1عام,,
448,الغربية,14118,4,طرابلس,الحادية عشر,61,أبوسليم,شهداء الانتصار,باب السلام (عكارة),ابو سليم,1عام,,
449,الغربية,14119,4,طرابلس,الحادية عشر,61,أبوسليم,الحرة,باب السلام (عكارة),ابو سليم,1عام,,
450,الغربية,14120,4,طرابلس,الحادية عشر,61,أبوسليم,معركة بدر,باب السلام (عكارة),ابو سليم,1عام,,
451,الغربية,14121,4,طرابلس,الحادية عشر,61,أبوسليم,عمر بن الخطاب,باب السلام (عكارة),ابو سليم,1عام,,
452,الغربية,14122,4,طرابلس,الحادية عشر,61,أبوسليم,جيل الوحدة,ابو سليم الجنوبي,ابو سليم,1عام,,
453,الغربية,14123,4,طرابلس,الحادية عشر,61,أبوسليم,التقدم,ابو سليم الجنوبي,ابو سليم,1عام,,
454,الغربية,14124,4,طرابلس,الحادية عشر,61,أبوسليم,ابو بكر الصديق,ابو سليم الجنوبي,ابو سليم,1عام,,
455,الغربية,14125,4,طرابلس,الحادية عشر,61,أبوسليم,أبي سليم,ابو سليم الجنوبي,ابو سليم,1عام,,
456,الغربية,14126,4,طرابلس,الحادية عشر,61,أبوسليم,عين شمس,ابو سليم الجنوبي,ابو سليم,1عام,,
457,الغربية,14127,4,طرابلس,الحادية عشر,61,أبوسليم,أزهار الربيع,ابو سليم الجنوبي,ابو سليم,1عام,,
458,الغربية,14128,4,طرابلس,الحادية عشر,61,أبوسليم,الحسين,ابو سليم الجنوبي,ابو سليم,1عام,,
459,الغربية,14129,4,طرابلس,الحادية عشر,61,أبوسليم,الفداء,ابو سليم الجنوبي,ابو سليم,1عام,,
460,الغربية,14130,4,طرابلس,الحادية عشر,61,أبوسليم,راية الاستقلال,ابو سليم الجنوبي,ابو سليم,1عام,,
461,الغربية,14131,4,طرابلس,الحادية عشر,61,أبوسليم,الخلود,ابو سليم الجنوبي,ابو سليم,1عام,,
462,الغربية,14132,4,طرابلس,الحادية عشر,61,أبوسليم,الحرية الثانوية,ابو سليم الجنوبي,ابو سليم,1عام,,
463,الغربية,14133,4,طرابلس,الحادية عشر,61,أبوسليم,قتيبة بن مسلم,ابو سليم الجنوبي,ابو سليم,1عام,,
464,الغربية,14134,4,طرابلس,الحادية عشر,61,أبوسليم,المشروع الزراعي,ابو سليم الجنوبي,ابو سليم,1عام,,
465,الغربية,14135,4,طرابلس,الحادية عشر,61,أبوسليم,السيدة عائشة,ابو سليم الجنوبي,ابو سليم,1عام,,
466,الغربية,14136,4,طرابلس,الحادية عشر,61,أبوسليم,أوفياء 17 فبراير,ابو سليم الجنوبي,ابو سليم,1عام,,
467,الغربية,14137,4,طرابلس,الحادية عشر,61,أبوسليم,الإشراقة,حي 12 مارس,ابو سليم,1عام,,
468,الغربية,14138,4,طرابلس,الحادية عشر,61,أبوسليم,السيدة زينب,حي 12 مارس,ابو سليم,1عام,,
469,الغربية,14139,4,طرابلس,الحادية عشر,61,أبوسليم,التحرير,حي 12 مارس,ابو سليم,1عام,,
470,الغربية,14140,4,طرابلس,الحادية عشر,61,أبوسليم,النجم الساطع,حي 12 مارس,ابو سليم,1عام,,
471,الغربية,14141,4,طرابلس,الحادية عشر,61,أبوسليم,ثانوية حي دمشق,حي 12 مارس,ابو سليم,1عام,,
472,الغربية,14142,4,طرابلس,الحادية عشر,61,أبوسليم,الهضبة الثانوية,حي 12 مارس,ابو سليم,1عام,,
473,الغربية,14143,4,طرابلس,الحادية عشر,61,أبوسليم,السلام,حي 12 مارس,ابو سليم,1عام,,
474,الغربية,14144,4,طرابلس,الحادية عشر,61,أبوسليم,الإنتفاضة,حي 12 مارس,ابو سليم,1عام,,
475,الغربية,14145,4,طرابلس,الحادية عشر,61,أبوسليم,ليبيا الحرة,حي 12 مارس,ابو سليم,1عام,,
476,الغربية,14146,4,طرابلس,الحادية عشر,61,أبوسليم,غزة,حي 12 مارس,ابو سليم,1عام,,
477,الغربية,14147,4,طرابلس,الحادية عشر,61,أبوسليم,عين جالوت,حي 12 مارس,ابو سليم,1عام,,
478,الغربية,14148,4,طرابلس,الحادية عشر,61,أبوسليم,علي النجار,شارع الزاوية,ابو سليم,1عام,,
479,الغربية,14149,4,طرابلس,الحادية عشر,61,أبوسليم,الجيل الثائر,باب بن غشير,ابو سليم/ طرابلس المركز,1عام,,
480,الغربية,14150,4,طرابلس,الحادية عشر,61,أبوسليم,ميمونة بنت الحارث,باب بن غشير,ابو سليم / طربلس المركز,1عام,,
481,الغربية,14151,4,طرابلس,الحادية عشر,61,أبوسليم,براعم المستقبل,باب بن غشير,ابو سليم / طربلس المركز,1عام,,
1650,الغربية,14301,4,طرابلس,الحادية عشر,61,أبوسليم,باب بن غشير (مركز تماس),شهداء بو مليانة,طرابلس المركز,7نسخة ,,
426,الغربية,14095,4,طرابلس,الحادية عشر,62,عين زارة,شهداء ليبيا,عين زاره,عين زاره,1عام,,
427,الغربية,14096,4,طرابلس,الحادية عشر,62,عين زارة,خالد بن الوليد,عين زاره,عين زاره,1عام,,
428,الغربية,14097,4,طرابلس,الحادية عشر,62,عين زارة,عين زارة,عين زاره,عين زاره,1عام,,
429,الغربية,14098,4,طرابلس,الحادية عشر,62,عين زارة,شهداء عين زارة,عين زاره,عين زاره,1عام,,
430,الغربية,14099,4,طرابلس,الحادية عشر,62,عين زارة,علي بن ابي طالب,عين زاره,عين زاره,1عام,,
431,الغربية,14100,4,طرابلس,الحادية عشر,62,عين زارة,الوفاق,عين زاره,عين زاره,1عام,,
432,الغربية,14101,4,طرابلس,الحادية عشر,62,عين زارة,الزهور,عين زاره,عين زاره,1عام,,
433,الغربية,14102,4,طرابلس,الحادية عشر,62,عين زارة,راية الإسلام,عين زاره,عين زاره,1عام,,
434,الغربية,14104,4,طرابلس,الحادية عشر,62,عين زارة,أحفاد المختار,عين زاره,عين زاره,1عام,,
435,الغربية,14105,4,طرابلس,الحادية عشر,62,عين زارة,الناصر صلاح الدين,عين زاره,عين زاره,1عام,,
436,الغربية,14106,4,طرابلس,الحادية عشر,62,عين زارة,نسور عين زارة,عين زاره,عين زاره,1عام,,
437,الغربية,14107,4,طرابلس,الحادية عشر,62,عين زارة,عبد المنعم رياض,عين زاره,عين زاره,1عام,,
438,الغربية,14108,4,طرابلس,الحادية عشر,62,عين زارة,الفردوس,عين زاره,عين زاره,1عام,,
439,الغربية,14109,4,طرابلس,الحادية عشر,62,عين زارة,الخليل,عين زاره,عين زاره,1عام,,
440,الغربية,14110,4,طرابلس,الحادية عشر,62,عين زارة,الرازي للتعليم الثانوي,عين زاره,عين زاره,1عام,,
441,الغربية,14111,4,طرابلس,الحادية عشر,62,عين زارة,ليبيا المجد,عين زاره,عين زاره,1عام,,
442,الغربية,14112,4,طرابلس,الحادية عشر,62,عين زارة,ابن جبير,عين زاره,عين زاره,1عام,,
443,الغربية,14113,4,طرابلس,الحادية عشر,62,عين زارة,الإخلاص,عين زاره,عين زاره,1عام,,
444,الغربية,14114,4,طرابلس,الحادية عشر,62,عين زارة,رجب النائب,عين زاره,عين زاره,1عام,,
603,الغربية,14273,4,طرابلس,الحادية عشر,62,عين زارة,مدرسة جعفر بن ابي طالب,عين زاره,عين زاره,1عام,,
604,الغربية,14274,4,طرابلس,الحادية عشر,62,عين زارة,خلوة فطرة,عين زاره,عين زاره,1عام,,
605,الغربية,14275,4,طرابلس,الحادية عشر,62,عين زارة,شهداء الفرناج,الفرناج,طرابلس,1عام,,
1653,الغربية,14302,5,العزيزية,الحادية عشر,62,عين زارة,وادي الربيع للتعليم المتوسط (مركز تماس),وادي الربيع,سيدي السائح,7نسخة ,,
1654,الغربية,14303,5,العزيزية,الحادية عشر,62,عين زارة,المعرفة (مركز تماس),بئر الطوبة,سيدي السائح,7نسخة ,,
637,الغربية,15029,5,العزيزية,التانية عشر,63,الماية,أوفياء ليبيا,الماية,الماية,1عام,,
638,الغربية,15030,5,العزيزية,التانية عشر,63,الماية,بشير صولة,الماية,الماية,1عام,,
639,الغربية,15031,5,العزيزية,التانية عشر,63,الماية,إبن خلدون للتعليم الأساسي,الطينة,الماية,1عام,,
640,الغربية,15032,5,العزيزية,التانية عشر,63,الماية,الطويبية الثانوية,الطويبة,الماية,1عام,,
641,الغربية,15033,5,العزيزية,التانية عشر,63,الماية,الطينة الشرقية,الطينة,الماية,1عام,,
642,الغربية,15034,5,العزيزية,التانية عشر,63,الماية,صلاح الدين للتعليم الأساسي,الطينة,الماية,1عام,,
643,الغربية,15035,5,العزيزية,التانية عشر,63,الماية,الماية الجنوبية,الماية,الماية,1عام,,
644,الغربية,15036,5,العزيزية,التانية عشر,63,الماية,الجيل الجديد,قرقوزة,الماية,1عام,,
645,الغربية,15037,5,العزيزية,التانية عشر,63,الماية,المعمورة الثانوية,المعمورة,المعمورة,1عام,,
646,الغربية,15038,5,العزيزية,التانية عشر,63,الماية,إبن سيناء,الزهراء الشرقية,المعمورة,1عام,,
647,الغربية,15039,5,العزيزية,التانية عشر,63,الماية,قرقوزة المركزية,قرقوزة,المعمورة,1عام,,
648,الغربية,15040,5,العزيزية,التانية عشر,63,الماية,قرقوزة الشرقية,قرقوزة,المعمورة,1عام,,
649,الغربية,15041,5,العزيزية,التانية عشر,63,الماية,قرقوزة الغربية,قرقوزة,المعمورة,1عام,,
650,الغربية,15042,5,العزيزية,التانية عشر,64,الناصرية,الزهراء الوسطى,الزهراء,الناصرية,1عام,,
651,الغربية,15043,5,العزيزية,التانية عشر,64,الناصرية,الجليدة المركزية,الجليدة,الناصرية,1عام,,
652,الغربية,15044,5,العزيزية,التانية عشر,64,الناصرية,الناصرية المركزية,الناصرية,الناصرية,1عام,,
653,الغربية,15045,5,العزيزية,التانية عشر,64,الناصرية,بئر بن سالم,بئر بن سالم,الناصرية,1عام,,
654,الغربية,15046,5,العزيزية,التانية عشر,64,الناصرية,الناصرية الثانوية,الناصرية,الناصرية,1عام,,
655,الغربية,15047,5,العزيزية,التانية عشر,64,الناصرية,الحاثة,الناصرية,الناصرية,1عام,,
656,الغربية,15048,5,العزيزية,التانية عشر,64,الناصرية,التقدم,الناصرية الشرقية,الناصرية,1عام,,
657,الغربية,15049,5,العزيزية,التانية عشر,64,الناصرية,مدرسة التضامن,الناصرية,الناصرية,1عام,,
658,الغربية,15050,5,العزيزية,التانية عشر,64,الناصرية,الإتحاد الإفريقي,الزهراء,الزهراء,1عام,,
659,الغربية,15051,5,العزيزية,التانية عشر,64,الناصرية,فاطمة الزهراء بنات,الزهراء,الزهراء,1عام,,
660,الغربية,15052,5,العزيزية,التانية عشر,64,الناصرية,خالد بن الوليد,الزهراء الغربية,الزهراء,1عام,,
661,الغربية,15053,5,العزيزية,التانية عشر,64,الناصرية,الفليجات,الفليجات,الزهراء,1عام,,
662,الغربية,15054,5,العزيزية,التانية عشر,64,الناصرية,علي بن ابي طالب,الزهراء الشرقية,الزهراء,1عام,,
609,الغربية,15001,5,العزيزية,التانية عشر,65,العزيزية,بئر تاهللت,العزيزية,العزيزية,1عام,,
610,الغربية,15002,5,العزيزية,التانية عشر,65,العزيزية,الوحدة,الشرقية,العزيزية الشرقية,1عام,,
611,الغربية,15003,5,العزيزية,التانية عشر,65,العزيزية,جمال عبدالناصر (بنات),الشرقية,العزيزية,1عام,,
612,الغربية,15004,5,العزيزية,التانية عشر,65,العزيزية,أبوبكر الصديق,الغربية,العزيزية,1عام,,
613,الغربية,15005,5,العزيزية,التانية عشر,65,العزيزية,الزيات,الغربية,العزيزية,1عام,,
614,الغربية,15006,5,العزيزية,التانية عشر,65,العزيزية,السعداوي نصر,بئر الجديد,العزيزية,1عام,,
615,الغربية,15007,5,العزيزية,التانية عشر,65,العزيزية,أول نوفمبر,بئر الجديد,العزيزية,1عام,,
616,الغربية,15008,5,العزيزية,التانية عشر,65,العزيزية,القدس الثانوية,العزيزية,العزيزية,1عام,,
617,الغربية,15009,5,العزيزية,التانية عشر,65,العزيزية,أولاد عوين,الساعدية,العزيزية,1عام,,
618,الغربية,15010,5,العزيزية,التانية عشر,65,العزيزية,اليرموك,العامرية,العزيزية,1عام,,
619,الغربية,15011,5,العزيزية,التانية عشر,65,العزيزية,حمزة بن عبدالمطلب,العامرية,العزيزية,1عام,,
620,الغربية,15012,5,العزيزية,التانية عشر,65,العزيزية,الساعدية الشرقية,الساعدية,العزيزية,1عام,,
621,الغربية,15013,5,العزيزية,التانية عشر,65,العزيزية,جمال عبدالناصر,العامرية,العامرية,1عام,,
622,الغربية,15014,5,العزيزية,التانية عشر,65,العزيزية,الرفافية,الرفافية,العامرية,1عام,,
623,الغربية,15015,5,العزيزية,التانية عشر,65,العزيزية,العامرية الإعدادية,العامرية,العامرية,1عام,,
624,الغربية,15016,5,العزيزية,التانية عشر,66,سواني بن أدم,الشروق,السواني,السواني,1عام,,
625,الغربية,15017,5,العزيزية,التانية عشر,66,سواني بن أدم,السواني الثانوية,السواني,السواني,1عام,,
626,الغربية,15018,5,العزيزية,التانية عشر,66,سواني بن أدم,شهداء السواني,السواني,السواني,1عام,,
627,الغربية,15019,5,العزيزية,التانية عشر,66,سواني بن أدم,عبدالرحمن الداخل,النجيلة,السواني,1عام,,
628,الغربية,15020,5,العزيزية,التانية عشر,66,سواني بن أدم,السهلة,النجيلة,السواني,1عام,,
629,الغربية,15021,5,العزيزية,التانية عشر,66,سواني بن أدم,الكريمية الثانوية,الكريمية,السواني,1عام,,
630,الغربية,15022,5,العزيزية,التانية عشر,66,سواني بن أدم,الربيع,غواط ابو ساق,السواني,1عام,,
631,الغربية,15023,5,العزيزية,التانية عشر,66,سواني بن أدم,جامع التوغار الثانوية,جامع التوغار,السواني,1عام,,
632,الغربية,15024,5,العزيزية,التانية عشر,66,سواني بن أدم,غوط أبوساق,غواط ابو ساق,السواني,1عام,,
633,الغربية,15025,5,العزيزية,التانية عشر,66,سواني بن أدم,السواني المركزية,السواني,السواني,1عام,,
634,الغربية,15026,5,العزيزية,التانية عشر,66,سواني بن أدم,شهداء الخالصه,السواني,السواني,1عام,,
635,الغربية,15027,5,العزيزية,التانية عشر,66,سواني بن أدم,الانتصار,السواني,السواني,1عام,,
636,الغربية,15028,5,العزيزية,التانية عشر,66,سواني بن أدم,شهداء الواجب,جامع التوغار,السواني,1عام,,
663,الغربية,15055,5,العزيزية,التانية عشر,67,قصر بن غشير,مسعود سويسي,ردود الزاوية,قصر بن غشير,1عام,,
664,الغربية,15056,5,العزيزية,التانية عشر,67,قصر بن غشير,الرملة,المطار,قصر بن غشير,1عام,,
665,الغربية,15057,5,العزيزية,التانية عشر,67,قصر بن غشير,شهداء بن غشير,العوانين,قصر بن غشير,1عام,,
666,الغربية,15058,5,العزيزية,التانية عشر,67,قصر بن غشير,السدرة,المطار,قصر بن غشير,1عام,,
667,الغربية,15059,5,العزيزية,التانية عشر,67,قصر بن غشير,عبدالقادر الجزائري,سوق السبت,قصر بن غشير,1عام,,
668,الغربية,15060,5,العزيزية,التانية عشر,67,قصر بن غشير,شيخ الشهداء,سوق السبت,قصر بن غشير,1عام,,
669,الغربية,15061,5,العزيزية,التانية عشر,67,قصر بن غشير,سوق السبت بنات,سوق السبت,قصر بن غشير,1عام,,
670,الغربية,15062,5,العزيزية,التانية عشر,67,قصر بن غشير,أبي القاسم للتعليم الأساسي,سوق السبت,قصر بن غشير,1عام,,
671,الغربية,15063,5,العزيزية,التانية عشر,67,قصر بن غشير,المصير,العوانين,قصر بن غشير,1عام,,
672,الغربية,15064,5,العزيزية,التانية عشر,67,قصر بن غشير,الغزالي,العوانين,قصر بن غشير,1عام,,
673,الغربية,15065,5,العزيزية,التانية عشر,67,قصر بن غشير,الزبير بن العوام,العوانين,قصر بن غشير,1عام,,
674,الغربية,15066,5,العزيزية,التانية عشر,67,قصر بن غشير,إبن سيناء,ردود الزاوية,قصر بن غشير,1عام,,
675,الغربية,15067,5,العزيزية,التانية عشر,67,قصر بن غشير,عبدالله بن الزبير,ردود الزاوية,قصر بن غشير,1عام,,
676,الغربية,15068,5,العزيزية,التانية عشر,67,قصر بن غشير,خلة القفر,ردود الزاوية,قصر بن غشير,1عام,,
677,الغربية,15069,5,العزيزية,التانية عشر,67,قصر بن غشير,ردود الزاوية,ردود الزاوية,قصر بن غشير,1عام,,
678,الغربية,15070,5,العزيزية,التانية عشر,67,قصر بن غشير,خويلد الجديدة,ردود الزاوية,قصر بن غشير,1عام,,
679,الغربية,15071,5,العزيزية,التانية عشر,67,قصر بن غشير,عثمان بن عفان,بئر التوتة,قصر بن غشير,1عام,,
680,الغربية,15072,5,العزيزية,التانية عشر,67,قصر بن غشير,درع ليبيا,بئر التوتة,قصر بن غشير,1عام,,
681,الغربية,15073,5,العزيزية,التانية عشر,67,قصر بن غشير,أمل الشعوب,بئر التوتة,قصر بن غشير,1عام,,
682,الغربية,15074,5,العزيزية,التانية عشر,67,قصر بن غشير,التحرير للعلوم الاساسية,ردود الزاوية,قصر بن غشير,1عام,,
683,الغربية,15075,5,العزيزية,التانية عشر,67,قصر بن غشير,شهداء بن عون,ردود الزاوية,قصر بن غشير,1عام,,
684,الغربية,15076,5,العزيزية,التانية عشر,67,قصر بن غشير,الزيتونة للعلوم الاساسية,المطار,قصر بن غشير,1عام,,
685,الغربية,15077,5,العزيزية,التانية عشر,67,قصر بن غشير,ثانوية قصر بن غشير,ردود الزاوية,قصر بن غشير,1عام,,
686,الغربية,15078,5,العزيزية,التانية عشر,67,قصر بن غشير,فندق الشريف,المطار,قصر بن غشير,1عام,,
687,الغربية,15079,5,العزيزية,التانية عشر,67,قصر بن غشير,نصر شنب,سوق السبت,قصر بن غشير,1عام,,
688,الغربية,15080,5,العزيزية,التانية عشر,68,امسيحل - السائح - السبيعة,مدرسة أبوعائشة,أبوعائشة,سيدي السائح,1عام,,
689,الغربية,15081,5,العزيزية,التانية عشر,68,امسيحل - السائح - السبيعة,وادي الربيع للتعليم المتوسط,وادي الربيع,سيدي السائح,1عام,,
690,الغربية,15082,5,العزيزية,التانية عشر,68,امسيحل - السائح - السبيعة,بئر دياب الثانوية,بئر دياب,سيدي السائح,1عام,,
691,الغربية,15083,5,العزيزية,التانية عشر,68,امسيحل - السائح - السبيعة,المعرفة,بئر الطوبة,سيدي السائح,1عام,,
692,الغربية,15084,5,العزيزية,التانية عشر,68,امسيحل - السائح - السبيعة,المدينة الجديدة,السوق,سيدي السائح,1عام,,
693,الغربية,15085,5,العزيزية,التانية عشر,68,امسيحل - السائح - السبيعة,أبوشيبة,السوق,سيدي السائح,1عام,,
694,الغربية,15086,5,العزيزية,التانية عشر,68,امسيحل - السائح - السبيعة,راية الإسلام,الغلالبة,سيدي السائح,1عام,,
695,الغربية,15087,5,العزيزية,التانية عشر,68,امسيحل - السائح - السبيعة,المجاهدين,الغلالبة,سيدي السائح,1عام,,
696,الغربية,15088,5,العزيزية,التانية عشر,68,امسيحل - السائح - السبيعة,شهداء الختنة,مسيحل,سوق الخميس,1عام,,
697,الغربية,15089,5,العزيزية,التانية عشر,68,امسيحل - السائح - السبيعة,الظهرة الكبيرة,اولاد زائد,سوق الخميس,1عام,,
698,الغربية,15090,5,العزيزية,التانية عشر,68,امسيحل - السائح - السبيعة,سيدي بالريش,بريش,سوق الخميس,1عام,,
699,الغربية,15091,5,العزيزية,التانية عشر,68,امسيحل - السائح - السبيعة,وادي المجينين الثانوية,بريش,سوق الخميس,1عام,,
700,الغربية,15092,5,العزيزية,التانية عشر,68,امسيحل - السائح - السبيعة,مدرسة إبن حسن,سيدي جابر,سوق الخميس,1عام,,
701,الغربية,15093,5,العزيزية,التانية عشر,68,امسيحل - السائح - السبيعة,الحي الصناعي,سيدي الجيلاني,سوق الخميس,1عام,,
702,الغربية,15094,5,العزيزية,التانية عشر,68,امسيحل - السائح - السبيعة,عمر بن عبدالعزيز,سيدي الجيلاني,سوق الخميس,1عام,,
703,الغربية,15095,5,العزيزية,التانية عشر,68,امسيحل - السائح - السبيعة,عمر المختار,العواتة,سوق الخميس,1عام,,
704,الغربية,15096,5,العزيزية,التانية عشر,68,امسيحل - السائح - السبيعة,شهداء أولاد أبوعائشة,أولاد أبوعائشة,اسبيعة,1عام,,
705,الغربية,15097,5,العزيزية,التانية عشر,68,امسيحل - السائح - السبيعة,خالد بن الوليد,أولاد أبوعائشة,اسبيعة,1عام,,
706,الغربية,15098,5,العزيزية,التانية عشر,68,امسيحل - السائح - السبيعة,سالم التير,بن عطية,اسبيعة,1عام,,
707,الغربية,15099,5,العزيزية,التانية عشر,68,امسيحل - السائح - السبيعة,القادسية,بن عطية,اسبيعة,1عام,,
708,الغربية,15100,5,العزيزية,التانية عشر,68,امسيحل - السائح - السبيعة,شهداء أبوعرقوب الثانوية,أبوعرقوب,اسبيعة,1عام,,
709,الغربية,15101,5,العزيزية,التانية عشر,68,امسيحل - السائح - السبيعة,طلائع النصر,أبوعرقوب,اسبيعة,1عام,,
710,الغربية,15102,5,العزيزية,التانية عشر,68,امسيحل - السائح - السبيعة,طارق بن زياد,اولاد مرغم,اسبيعة,1عام,,
1651,الغربية,15301,4,طرابلس,التانية عشر,68,امسيحل - السائح - السبيعة,مدرسة جعفر بن ابي طالب (مركز تماس),عين زاره,عين زاره,7نسخة ,,
1652,الغربية,15302,4,طرابلس,التانية عشر,68,امسيحل - السائح - السبيعة,خلوة فطرة (مركز تماس),عين زاره,عين زاره,7نسخة ,,
711,الغربية,16001,6,الزاوية,الثالثة عشر,69,الزاوية,شهداء اولاد صقر,الحاج عبيد,الزاوية,1عام,,
712,الغربية,16002,6,الزاوية,الثالثة عشر,69,الزاوية,الصحابة,الحاج عبيد,الزاوية,1عام,,
713,الغربية,16003,6,الزاوية,الثالثة عشر,69,الزاوية,شهداء بنغازي,الحاج عبيد,الزاوية,1عام,,
714,الغربية,16004,6,الزاوية,الثالثة عشر,69,الزاوية,شهداء الحرشة,الحرشة,الزاوية,1عام,,
715,الغربية,16005,6,الزاوية,الثالثة عشر,69,الزاوية,صلاح الدين,الحرشة,الزاوية,1عام,,
716,الغربية,16006,6,الزاوية,الثالثة عشر,69,الزاوية,المجد,الحرشة,الزاوية,1عام,,
717,الغربية,16007,6,الزاوية,الثالثة عشر,69,الزاوية,17فبراير,الحي القديم,الزاوية,1عام,,
718,الغربية,16008,6,الزاوية,الثالثة عشر,69,الزاوية,جيل الثورة,الخضراء,الزاوية,1عام,,
719,الغربية,16009,6,الزاوية,الثالثة عشر,69,الزاوية,بئر الشاوش,الخضراء,الزاوية,1عام,,
720,الغربية,16010,6,الزاوية,الثالثة عشر,69,الزاوية,الكرامة,الرابطة,الزاوية,1عام,,
721,الغربية,16011,6,الزاوية,الثالثة عشر,69,الزاوية,الشيخ الطاهر الزاوي,الرابطة,الزاوية,1عام,,
722,الغربية,16012,6,الزاوية,الثالثة عشر,69,الزاوية,الرقوبة أبي عيسى,الراقوبة,الزاوية,1عام,,
723,الغربية,16013,6,الزاوية,الثالثة عشر,69,الزاوية,المجاهد عبد الحميد الصغير,الزاوية الجديدة,الزاوية,1عام,,
724,الغربية,16014,6,الزاوية,الثالثة عشر,69,الزاوية,البشائر للتعليم الاساسي,الزاوية الجنوبية,الزاوية,1عام,,
725,الغربية,16015,6,الزاوية,الثالثة عشر,69,الزاوية,الطليعة,الزاوية القديمة,الزاوية,1عام,,
