Ballot Number,PC Code/ رمز مركز الانتخاب,Station,Gender,Name PC,Office/ الللجنة الانتخابية ,Office #/ الللجنة الانتخابية #,Bar Code Number,Serial Number
1,11001,1,Male,عمر بن الخطاب,سرت,1,110010101,01000001
1,11001,2,Female,عمر بن الخطاب,سرت,1,110010201,1000002
1,11002,1,Male,اشميخ,سرت,1,110020101,1000003
1,11002,2,Female,اشميخ,سرت,1,110020201,1000004
1,11003,1,Male,مدرسة النجم الساطع,سرت,1,110030101,1000005
1,11003,2,Female,مدرسة النجم الساطع,سرت,1,110030201,1000006
1,11004,1,Male,إفريقيا,سرت,1,110040101,1000007
1,11004,2,Female,إفريقيا,سرت,1,110040201,1000008
1,11005,1,Male,الفاروق,سرت,1,110050101,1000009
1,11005,2,Female,الفاروق,سرت,1,110050201,1000010
1,11006,1,Male,افاق المستقبل,سرت,1,110060101,1000011
1,11006,2,Female,افاق المستقبل,سرت,1,110060201,1000012
1,11007,1,Male,الإمام مالك إبن أنس,سرت,1,110070101,1000013
1,11007,2,Female,الإمام مالك إبن أنس,سرت,1,110070201,1000014
1,11008,1,Male,مدرسة الامام ورش,سرت,1,110080101,1000015
1,11008,2,Female,مدرسة الامام ورش,سرت,1,110080201,1000016
1,11009,1,Male,بدر الكبرى,سرت,1,110090101,1000017
1,11009,2,Female,بدر الكبرى,سرت,1,110090201,1000018
1,11010,1,Male,الشهيد حافظ المدني,سرت,1,110100101,1000019
1,11010,2,Female,الشهيد حافظ المدني,سرت,1,110100201,1000020
1,11011,1,Male,القدس,سرت,1,110110101,1000021
1,11011,2,Female,القدس,سرت,1,110110201,1000022
1,11012,1,Male,سناء محيدلي,سرت,1,110120101,1000023
1,11012,2,Female,سناء محيدلي,سرت,1,110120201,1000024
1,11013,1,Male,محمد جمال الدرة,سرت,1,110130101,1000025
1,11013,2,Female,محمد جمال الدرة,سرت,1,110130201,1000026
1,11014,1,Male,علي بن أبي طالب,سرت,1,110140101,1000027
1,11014,2,Female,علي بن أبي طالب,سرت,1,110140201,1000028
1,11015,1,Male, قضوار السهولي,سرت,1,110150101,1000029
1,11015,2,Female, قضوار السهولي,سرت,1,110150201,1000030
1,11016,1,Male,خالد بن الوليد,سرت,1,110160101,1000031
1,11016,2,Female,خالد بن الوليد,سرت,1,110160201,1000032
1,11017,1,Male,مدرسة اسامة بن زيد ,سرت,1,110170101,1000033
1,11017,2,Female,مدرسة اسامة بن زيد ,سرت,1,110170201,1000034
1,11018,1,Male,موسى بن نصير,سرت,1,110180101,1000035
1,11018,2,Female,موسى بن نصير,سرت,1,110180201,1000036
1,11019,1,Male,الأمل,سرت,1,110190101,1000037
1,11019,2,Female,الأمل,سرت,1,110190201,1000038
1,11020,1,Male,عمرو بن العاص,سرت,1,110200101,1000039
1,11020,2,Female,عمرو بن العاص,سرت,1,110200201,1000040
1,11021,1,Male,مدرسة السلام,سرت,1,110210101,1000041
1,11021,2,Female,مدرسة السلام,سرت,1,110210201,1000042
1,11022,1,Male,بني وليد الشمالية,سرت,1,110220101,1000043
1,11022,2,Female,بني وليد الشمالية,سرت,1,110220201,1000044
1,11023,1,Male,عمر المختار,سرت,1,110230101,1000045
1,11023,2,Female,عمر المختار,سرت,1,110230201,1000046
1,11024,1,Male,الوحدة العربية,سرت,1,110240101,1000047
1,11024,2,Female,الوحدة العربية,سرت,1,110240201,1000048
1,11025,1,Male,الإجلاء سابقا,سرت,1,110250101,1000049
1,11025,2,Female,الإجلاء سابقا,سرت,1,110250201,1000050
1,11026,1,Male,الاستقلال,سرت,1,110260101,1000051
1,11026,2,Female,الاستقلال,سرت,1,110260201,1000052
1,11027,1,Male,صلاح الدين,سرت,1,110270101,1000053
1,11027,2,Female,صلاح الدين,سرت,1,110270201,1000054
1,11028,1,Male,حطين,سرت,1,110280101,1000055
1,11028,2,Female,حطين,سرت,1,110280201,1000056
1,11029,1,Male,الشعب,سرت,1,110290101,1000057
1,11029,2,Female,الشعب,سرت,1,110290201,1000058
1,11030,1,Unisex,وادي بي,سرت,1,110300101,1000059
1,11031,1,Male,أبو قرين,سرت,1,110310101,1000060
1,11031,2,Female,أبو قرين,سرت,1,110310201,1000061
1,11032,1,Male,الكرامة,سرت,1,110320101,1000062
1,11032,2,Female,الكرامة,سرت,1,110320201,1000063
1,11033,1,Male,الشهيد السنوسي الكاسح,سرت,1,110330101,1000064
1,11033,2,Female,الشهيد السنوسي الكاسح,سرت,1,110330201,1000065
1,11034,1,Male,أسامة بن زيد,سرت,1,110340101,1000066
1,11035,1,Male,مدرسة قرزة,سرت,1,110350101,1000067
1,11036,1,Unisex,السلام,سرت,1,110360101,1000068
1,11037,1,Male,القداحية المركزية,سرت,1,110370101,1000069
1,11038,1,Unisex,ليبيا الغد,سرت,1,110380101,1000070
1,11400,1,Male,الهيئة الليبية للأغاثة-المجمع الوزاري واقادوقو ,سرت,1,114000101,1000071
1,11400,2,Female,الهيئة الليبية للأغاثة-المجمع الوزاري واقادوقو ,سرت,1,114000201,1000072
1,11500,1,Male,مكتب الهيئة الليبية للاغاثة هون,سرت,1,115000101,1000073
1,11500,2,Female,مكتب الهيئة الليبية للاغاثة هون,سرت,1,115000201,1000074
1,13400,1,Male,"مخيم نازحين, شركة أتيب, ترهونة (مدرسة مخيم اتيب)",الخمس,3,134000101,1000075
1,13400,2,Female,"مخيم نازحين, شركة أتيب, ترهونة (مدرسة مخيم اتيب)",الخمس,3,134000201,1000076
1,14400,1,Male,"مخيم نازحين, الفلاح, خلف مكتب الهيئة الليبية للأغاثة ",طرابلس,4,144000101,1000077
1,14400,2,Female,"مخيم نازحين, الفلاح, خلف مكتب الهيئة الليبية للأغاثة ",طرابلس,4,144000201,1000078
1,14500,1,Male,"مخيم نازحين, الاكاديمية البحرية, جنزور",طرابلس,4,145000101,1000079
1,14500,2,Female,"مخيم نازحين, الاكاديمية البحرية, جنزور",طرابلس,4,145000201,1000080
1,14600,1,Male,"مخازن الهيئة الليبية للأغاثة طرابلس, طريق المطار بالقرب من خزانات النفط",طرابلس,4,146000101,1000081
1,14600,2,Female,"مخازن الهيئة الليبية للأغاثة طرابلس, طريق المطار بالقرب من خزانات النفط",طرابلس,4,146000201,1000082
1,21400,1,Male,"مقر الهيئة الليبية للأغاثة سبها, مفوضية الكشافة",سبها ,9,214000101,1000083
1,21400,2,Female,"مقر الهيئة الليبية للأغاثة سبها, مفوضية الكشافة",سبها ,9,214000201,1000084
1,21500,1,Unisex," براك الشاطئ, مدرسة عقبة بن نافع منطقة زلواز قرب المركز الصحي",سبها ,9,215000101,1000085
1,22400,1,Male,منطقة الفخفاخة مقر الجمعية الخيرية الفخفاخة,اوباري,10,224000101,1000086
1,22400,2,Female,منطقة الفخفاخة مقر الجمعية الخيرية الفخفاخة,اوباري,10,224000201,1000087
1,31400,1,Male,مدرسة صالح الحداد,طبرق,12,314000101,1000088
1,31400,2,Female,مدرسة صالح الحداد,طبرق,12,314000201,1000089
1,33400,1,Unisex,مدرسة النصر شارع العروبة  مقابل مصرف الوحدة,البيضاء,14,334000101,1000090
1,34400,1,Male,"مخيم نازحين, الحليس, بنغازي",بنغازي,15,344000101,1000091
1,34400,2,Female,"مخيم نازحين, الحليس, بنغازي",بنغازي,15,344000201,1000092
1,34500,1,Male,"مخيم نازحين, قاريونس, بنغازي",بنغازي,15,345000101,1000093
1,34500,2,Female,"مخيم نازحين, قاريونس, بنغازي",بنغازي,15,345000201,1000094
1,34600,1,Male,مخيم المدينة الرياضية 1&2,بنغازي,15,346000101,1000095
1,34600,2,Female,مخيم المدينة الرياضية 1&2,بنغازي,15,346000201,1000096
1,35400,1,Male,مخيم اجدابيا مستوصف قنان على الطريق الواصل بين اجدابيا و جالو 15 كم شرق اجدابيا,اجدابيا,16,354000101,1000097
1,35400,2,Female,مخيم اجدابيا مستوصف قنان على الطريق الواصل بين اجدابيا و جالو 15 كم شرق اجدابيا,اجدابيا,16,354000201,1000098
1,,,,,,,010000001,1000099
1,,,,,,,10000002,1000100
1,,,,,,,10000003,1000101
1,,,,,,,10000004,1000102
1,,,,,,,10000005,1000103
1,,,,,,,10000006,1000104
1,,,,,,,10000007,1000105
1,,,,,,,10000008,1000106
1,,,,,,,10000009,1000107
1,,,,,,,10000010,1000108
1,,,,,,,10000011,1000109
1,,,,,,,10000012,1000110
1,,,,,,,10000013,1000111
1,,,,,,,10000014,1000112
1,,,,,,,10000015,1000113
1,,,,,,,10000016,1000114
1,,,,,,,10000017,1000115
1,,,,,,,10000018,1000116
1,,,,,,,10000019,1000117
1,,,,,,,10000020,1000118
1,,,,,,,10000021,1000119
1,,,,,,,10000022,1000120
1,,,,,,,10000023,1000121
1,,,,,,,10000024,1000122
1,,,,,,,10000025,1000123
1,,,,,,,10000026,1000124
1,,,,,,,10000027,1000125
1,,,,,,,10000028,1000126
1,,,,,,,10000029,1000127
1,,,,,,,10000030,1000128
1,,,,,,,10000031,1000129
1,,,,,,,10000032,1000130
1,,,,,,,10000033,1000131
1,,,,,,,10000034,1000132
1,,,,,,,10000035,1000133
1,,,,,,,10000036,1000134
1,,,,,,,10000037,1000135
1,,,,,,,10000038,1000136
1,,,,,,,10000039,1000137
1,,,,,,,10000040,1000138
1,,,,,,,10000041,1000139
1,,,,,,,10000042,1000140
1,,,,,,,10000043,1000141
1,,,,,,,10000044,1000142
1,,,,,,,10000045,1000143
1,,,,,,,10000046,1000144
1,,,,,,,10000047,1000145
1,,,,,,,10000048,1000146
1,,,,,,,10000049,1000147
1,,,,,,,10000050,1000148
1,,,,,,,10000051,1000149
1,,,,,,,10000052,1000150
1,,,,,,,10000053,1000151
1,,,,,,,10000054,1000152
1,,,,,,,10000055,1000153
1,,,,,,,10000056,1000154
1,,,,,,,10000057,1000155
1,,,,,,,10000058,1000156
1,,,,,,,10000059,1000157
1,,,,,,,10000060,1000158
1,,,,,,,10000061,1000159
1,,,,,,,10000062,1000160
1,,,,,,,10000063,1000161
1,,,,,,,10000064,1000162
1,,,,,,,10000065,1000163
1,,,,,,,10000066,1000164
1,,,,,,,10000067,1000165
1,,,,,,,10000068,1000166
1,,,,,,,10000069,1000167
1,,,,,,,10000070,1000168
1,,,,,,,10000071,1000169
1,,,,,,,10000072,1000170
1,,,,,,,10000073,1000171
1,,,,,,,10000074,1000172
1,,,,,,,10000075,1000173
1,,,,,,,10000076,1000174
1,,,,,,,10000077,1000175
1,,,,,,,10000078,1000176
1,,,,,,,10000079,1000177
1,,,,,,,10000080,1000178
1,,,,,,,10000081,1000179
1,,,,,,,10000082,1000180
1,,,,,,,10000083,1000181
1,,,,,,,10000084,1000182
1,,,,,,,10000085,1000183
1,,,,,,,10000086,1000184
1,,,,,,,10000087,1000185
1,,,,,,,10000088,1000186
1,,,,,,,10000089,1000187
1,,,,,,,10000090,1000188
1,,,,,,,10000091,1000189
1,,,,,,,10000092,1000190
1,,,,,,,10000093,1000191
1,,,,,,,10000094,1000192
1,,,,,,,10000095,1000193
1,,,,,,,10000096,1000194
1,,,,,,,10000097,1000195
1,,,,,,,10000098,1000196
1,,,,,,,10000099,1000197
1,,,,,,,10000100,1000198
1,,,,,,,10000101,1000199
1,,,,,,,10000102,1000200
1,,,,,,,10000103,1000201
1,,,,,,,10000104,1000202
1,,,,,,,10000105,1000203
1,,,,,,,10000106,1000204
1,,,,,,,10000107,1000205
1,,,,,,,10000108,1000206
1,,,,,,,10000109,1000207
1,,,,,,,10000110,1000208
1,,,,,,,10000111,1000209
1,,,,,,,10000112,1000210
1,,,,,,,10000113,1000211
1,,,,,,,10000114,1000212
1,,,,,,,10000115,1000213
1,,,,,,,10000116,1000214
1,,,,,,,10000117,1000215
1,,,,,,,10000118,1000216
1,,,,,,,10000119,1000217
1,,,,,,,10000120,1000218
1,,,,,,,10000121,1000219
1,,,,,,,10000122,1000220
1,,,,,,,10000123,1000221
1,,,,,,,10000124,1000222
1,,,,,,,10000125,1000223
1,,,,,,,10000126,1000224
1,,,,,,,10000127,1000225
1,,,,,,,10000128,1000226
2,11039,1,Male,مدرسة سوكنة الابتدائية للبنين,سرت,1,110390102,02000001
2,11039,2,Male,مدرسة سوكنة الابتدائية للبنين,سرت,1,110390202,2000002
2,11039,3,Female,مدرسة سوكنة الابتدائية للبنين,سرت,1,110390302,2000003
2,11040,1,Male,مدرسة سوكنة الاعدادية للبنات,سرت,1,110400102,2000004
2,11040,2,Female,مدرسة سوكنة الاعدادية للبنات,سرت,1,110400202,2000005
2,11041,1,Male,مدرسة ابوبكر الصديق الثانوية,سرت,1,110410102,2000006
2,11041,2,Female,مدرسة ابوبكر الصديق الثانوية,سرت,1,110410202,2000007
2,11042,1,Male,مدرسة ابي الحسن الوداني,سرت,1,110420102,2000008
2,11042,2,Female,مدرسة ابي الحسن الوداني,سرت,1,110420202,2000009
2,11043,1,Male,مدرسة ودان الثانوية,سرت,1,110430102,2000010
2,11043,2,Female,مدرسة ودان الثانوية,سرت,1,110430202,2000011
2,11044,1,Male,مدرسة احمد قنابة,سرت,1,110440102,2000012
2,11044,2,Male,مدرسة احمد قنابة,سرت,1,110440202,2000013
2,11044,3,Female,مدرسة احمد قنابة,سرت,1,110440302,2000014
2,11045,1,Male,مدرسة عبدالله الهوني الثانوية,سرت,1,110450102,2000015
2,11045,2,Female,مدرسة عبدالله الهوني الثانوية,سرت,1,110450202,2000016
2,11046,1,Male,القدس,سرت,1,110460102,2000017
2,11046,2,Female,القدس,سرت,1,110460202,2000018
2,11047,1,Male,هون الاعدادية للبنات,سرت,1,110470102,2000019
2,11047,2,Female,هون الاعدادية للبنات,سرت,1,110470202,2000020
2,11048,1,Male,هون الاعدادية للبنين,سرت,1,110480102,2000021
2,11048,2,Male,هون الاعدادية للبنين,سرت,1,110480202,2000022
2,11048,3,Female,هون الاعدادية للبنين,سرت,1,110480302,2000023
2,11049,1,Male,مدرسة زلة الثانوية,سرت,1,110490102,2000024
2,11049,2,Female,مدرسة زلة الثانوية,سرت,1,110490202,2000025
2,11050,1,Male,مدرسة زلة للتعليم الاساسي,سرت,1,110500102,2000026
2,11050,2,Female,مدرسة زلة للتعليم الاساسي,سرت,1,110500202,2000027
2,,,,,,,20000001,2000028
2,,,,,,,20000002,2000029
2,,,,,,,20000003,2000030
2,,,,,,,20000004,2000031
2,,,,,,,20000005,2000032
2,,,,,,,20000006,2000033
2,,,,,,,20000007,2000034
2,,,,,,,20000008,2000035
2,,,,,,,20000009,2000036
2,,,,,,,20000010,2000037
2,,,,,,,20000011,2000038
2,,,,,,,20000012,2000039
2,,,,,,,20000013,2000040
2,,,,,,,20000014,2000041
2,,,,,,,20000015,2000042
2,,,,,,,20000016,2000043
2,,,,,,,20000017,2000044
2,,,,,,,20000018,2000045
2,,,,,,,20000019,2000046
2,,,,,,,20000020,2000047
2,,,,,,,20000021,2000048
2,,,,,,,20000022,2000049
2,,,,,,,20000023,2000050
2,,,,,,,20000024,2000051
2,,,,,,,20000025,2000052
2,,,,,,,20000026,2000053
2,,,,,,,20000027,2000054
2,,,,,,,20000028,2000055
2,,,,,,,20000029,2000056
3,11051,1,Male,القلعة الصناعية,سرت,1,110510103,03000001
3,11051,2,Female,القلعة الصناعية,سرت,1,110510203,3000002
3,11052,1,Male,شهداء الهاني,سرت,1,110520103,3000003
3,11052,2,Female,شهداء الهاني,سرت,1,110520203,3000004
3,11053,1,Male,أبوسعدة للتعليم الأساسي,سرت,1,110530103,3000005
3,11053,2,Female,أبوسعدة للتعليم الأساسي,سرت,1,110530203,3000006
3,11054,1,Male,جابر بن حيان,سرت,1,110540103,3000007
3,11054,2,Female,جابر بن حيان,سرت,1,110540203,3000008
3,11055,1,Male,فتاة الثورة,سرت,1,110550103,3000009
3,11055,2,Female,فتاة الثورة,سرت,1,110550203,3000010
3,11056,1,Male,عبدالجليل سيف النصر,سرت,1,110560103,3000011
3,11056,2,Female,عبدالجليل سيف النصر,سرت,1,110560203,3000012
3,11057,1,Male,ابوبكر الصديق,سرت,1,110570103,3000013
3,11057,2,Female,ابوبكر الصديق,سرت,1,110570203,3000014
3,11058,1,Male,عمرو بن العاص,سرت,1,110580103,3000015
3,11058,2,Female,عمرو بن العاص,سرت,1,110580203,3000016
3,11059,1,Male,الفارابي,سرت,1,110590103,3000017
3,11059,2,Female,الفارابي,سرت,1,110590203,3000018
3,11060,1,Male,سالم الشرفى,سرت,1,110600103,3000019
3,11060,2,Female,سالم الشرفى,سرت,1,110600203,3000020
3,11061,1,Male,ابوعبيده بن الجراح,سرت,1,110610103,3000021
3,11061,2,Female,ابوعبيده بن الجراح,سرت,1,110610203,3000022
3,11062,1,Male,المنارة للغات,سرت,1,110620103,3000023
3,11062,2,Female,المنارة للغات,سرت,1,110620203,3000024
3,11063,1,Male,خولة بنت الأزور,سرت,1,110630103,3000025
3,11063,2,Female,خولة بنت الأزور,سرت,1,110630203,3000026
3,11064,1,Male,السابع عشر من فبراير,سرت,1,110640103,3000027
3,11064,2,Female,السابع عشر من فبراير,سرت,1,110640203,3000028
3,11065,1,Male,الزعفران,سرت,1,110650103,3000029
3,11065,2,Female,الزعفران,سرت,1,110650203,3000030
3,11066,1,Male,وادي تلال,سرت,1,110660103,3000031
3,11066,2,Female,وادي تلال,سرت,1,110660203,3000032
3,11067,1,Male,النهضة الزراعية,سرت,1,110670103,3000033
3,11067,2,Female,النهضة الزراعية,سرت,1,110670203,3000034
3,11068,1,Male,المجد,سرت,1,110680103,3000035
3,11068,2,Female,المجد,سرت,1,110680203,3000036
3,11069,1,Unisex,سناء يوسف,سرت,1,110690103,3000037
3,11070,1,Female,الجيل الجديد,سرت,1,110700103,3000038
3,11071,1,Male,صقور 17 فبراير,سرت,1,110710103,3000039
3,11072,1,Male,الثورة العربية,سرت,1,110720103,3000040
3,11073,1,Male,الغربيات,سرت,1,110730103,3000041
3,11073,2,Female,الغربيات,سرت,1,110730203,3000042
3,11074,1,Male,الأنطلاقة,سرت,1,110740103,3000043
3,11075,1,Male,الفجر الجديد,سرت,1,110750103,3000044
3,11076,1,Unisex,عثمان بن عفان,سرت,1,110760103,3000045
3,11077,1,Male,قضوار السهولي,سرت,1,110770103,3000046
3,11077,2,Female,قضوار السهولي,سرت,1,110770203,3000047
3,11078,1,Unisex,نور اليقين,سرت,1,110780103,3000048
3,11079,1,Male,محمد الفاتح,سرت,1,110790103,3000049
3,11079,2,Female,محمد الفاتح,سرت,1,110790203,3000050
3,11080,1,Male,شهداء تاقرفت,سرت,1,110800103,3000051
3,11080,2,Female,شهداء تاقرفت,سرت,1,110800203,3000052
3,11081,1,Male,طلائع النصر,سرت,1,110810103,3000053
3,11081,2,Female,طلائع النصر,سرت,1,110810203,3000054
3,11082,1,Male,ليبيا الحرة,سرت,1,110820103,3000055
3,11082,2,Female,ليبيا الحرة,سرت,1,110820203,3000056
3,11083,1,Male,اليرموك,سرت,1,110830103,3000057
3,11083,2,Male,اليرموك,سرت,1,110830203,3000058
3,11083,3,Female,اليرموك,سرت,1,110830303,3000059
3,11084,1,Unisex,جمال عبدالناصر,سرت,1,110840103,3000060
3,11085,1,Unisex,ذات الصواري,سرت,1,110850103,3000061
3,11086,1,Male,صالح الأطيوش للتعليم الأساسي,سرت,1,110860103,3000062
3,11086,2,Female,صالح الأطيوش للتعليم الأساسي,سرت,1,110860203,3000063
3,11087,1,Male,العامرة,سرت,1,110870103,3000064
3,11087,2,Female,العامرة,سرت,1,110870203,3000065
3,11088,1,Unisex,الرازي,سرت,1,110880103,3000066
3,,,,,,,30000001,3000067
3,,,,,,,30000002,3000068
3,,,,,,,30000003,3000069
3,,,,,,,30000004,3000070
3,,,,,,,30000005,3000071
3,,,,,,,30000006,3000072
3,,,,,,,30000007,3000073
3,,,,,,,30000008,3000074
3,,,,,,,30000009,3000075
3,,,,,,,30000010,3000076
3,,,,,,,30000011,3000077
3,,,,,,,30000012,3000078
3,,,,,,,30000013,3000079
3,,,,,,,30000014,3000080
3,,,,,,,30000015,3000081
3,,,,,,,30000016,3000082
3,,,,,,,30000017,3000083
3,,,,,,,30000018,3000084
3,,,,,,,30000019,3000085
3,,,,,,,30000020,3000086
3,,,,,,,30000021,3000087
3,,,,,,,30000022,3000088
3,,,,,,,30000023,3000089
3,,,,,,,30000024,3000090
3,,,,,,,30000025,3000091
3,,,,,,,30000026,3000092
3,,,,,,,30000027,3000093
3,,,,,,,30000028,3000094
3,,,,,,,30000029,3000095
3,,,,,,,30000030,3000096
3,,,,,,,30000031,3000097
3,,,,,,,30000032,3000098
3,,,,,,,30000033,3000099
3,,,,,,,30000034,3000100
3,,,,,,,30000035,3000101
3,,,,,,,30000036,3000102
3,,,,,,,30000037,3000103
3,,,,,,,30000038,3000104
3,,,,,,,30000039,3000105
3,,,,,,,30000040,3000106
3,,,,,,,30000041,3000107
3,,,,,,,30000042,3000108
3,,,,,,,30000043,3000109
3,,,,,,,30000044,3000110
3,,,,,,,30000045,3000111
3,,,,,,,30000046,3000112
3,,,,,,,30000047,3000113
3,,,,,,,30000048,3000114
3,,,,,,,30000049,3000115
3,,,,,,,30000050,3000116
3,,,,,,,30000051,3000117
3,,,,,,,30000052,3000118
3,,,,,,,30000053,3000119
3,,,,,,,30000054,3000120
3,,,,,,,30000055,3000121
3,,,,,,,30000056,3000122
3,,,,,,,30000057,3000123
3,,,,,,,30000058,3000124
3,,,,,,,30000059,3000125
3,,,,,,,30000060,3000126
3,,,,,,,30000061,3000127
3,,,,,,,30000062,3000128
3,,,,,,,30000063,3000129
3,,,,,,,30000064,3000130
3,,,,,,,30000065,3000131
3,,,,,,,30000066,3000132
3,,,,,,,30000067,3000133
3,,,,,,,30000068,3000134
3,,,,,,,30000069,3000135
3,,,,,,,30000070,3000136
3,,,,,,,30000071,3000137
3,,,,,,,30000072,3000138
3,,,,,,,30000073,3000139
3,,,,,,,30000074,3000140
3,,,,,,,30000075,3000141
3,,,,,,,30000076,3000142
3,,,,,,,30000077,3000143
3,,,,,,,30000078,3000144
3,,,,,,,30000079,3000145
3,,,,,,,30000080,3000146
3,,,,,,,30000081,3000147
3,,,,,,,30000082,3000148
3,,,,,,,30000083,3000149
3,,,,,,,30000084,3000150
3,,,,,,,30000085,3000151
3,,,,,,,30000086,3000152
3,,,,,,,30000087,3000153
3,,,,,,,30000088,3000154
3,,,,,,,30000089,3000155
3,,,,,,,30000090,3000156
3,,,,,,,30000091,3000157
3,,,,,,,30000092,3000158
4,12001,1,Male,شهداء زريق,مصراتة,2,120010104,04000001
4,12001,2,Female,شهداء زريق,مصراتة,2,120010204,4000002
4,12002,1,Male,ثانوية النهضة,مصراتة,2,120020104,4000003
4,12002,2,Male,ثانوية النهضة,مصراتة,2,120020204,4000004
4,12002,3,Female,ثانوية النهضة,مصراتة,2,120020304,4000005
4,12002,4,Female,ثانوية النهضة,مصراتة,2,120020404,4000006
4,12003,1,Male,الجهاد,مصراتة,2,120030104,4000007
4,12003,2,Female,الجهاد,مصراتة,2,120030204,4000008
4,12004,1,Male,مدرسة عمر المختار,مصراتة,2,120040104,4000009
4,12004,2,Male,مدرسة عمر المختار,مصراتة,2,120040204,4000010
4,12004,3,Male,مدرسة عمر المختار,مصراتة,2,120040304,4000011
4,12004,4,Female,مدرسة عمر المختار,مصراتة,2,120040404,4000012
4,12004,5,Female,مدرسة عمر المختار,مصراتة,2,120040504,4000013
4,12005,1,Male,مدرسة النور,مصراتة,2,120050104,4000014
4,12005,2,Female,مدرسة النور,مصراتة,2,120050204,4000015
4,12006,1,Male,مدرسة إبراهيم السويحلي,مصراتة,2,120060104,4000016
4,12006,2,Female,مدرسة إبراهيم السويحلي,مصراتة,2,120060204,4000017
4,12007,1,Male,ثانوية مصراتة الثانوية,مصراتة,2,120070104,4000018
4,12007,2,Male,ثانوية مصراتة الثانوية,مصراتة,2,120070204,4000019
4,12007,3,Female,ثانوية مصراتة الثانوية,مصراتة,2,120070304,4000020
4,12008,1,Male,مدرسة ام سلمة,مصراتة,2,120080104,4000021
4,12008,2,Male,مدرسة ام سلمة,مصراتة,2,120080204,4000022
4,12008,3,Female,مدرسة ام سلمة,مصراتة,2,120080304,4000023
4,12008,4,Female,مدرسة ام سلمة,مصراتة,2,120080404,4000024
4,12009,1,Male,مدرسة ابن غلبون,مصراتة,2,120090104,4000025
4,12009,2,Male,مدرسة ابن غلبون,مصراتة,2,120090204,4000026
4,12009,3,Female,مدرسة ابن غلبون,مصراتة,2,120090304,4000027
4,12010,1,Male,مدرسة الدافنية المركزية,مصراتة,2,120100104,4000028
4,12010,2,Female,مدرسة الدافنية المركزية,مصراتة,2,120100204,4000029
4,12011,1,Male,مدرسة الصحابة,مصراتة,2,120110104,4000030
4,12011,2,Female,مدرسة الصحابة,مصراتة,2,120110204,4000031
4,12012,1,Male,مدرسة رأس الهجمة,مصراتة,2,120120104,4000032
4,12012,2,Male,مدرسة رأس الهجمة,مصراتة,2,120120204,4000033
4,12012,3,Female,مدرسة رأس الهجمة,مصراتة,2,120120304,4000034
4,12013,1,Male,مدرسة الشعلة,مصراتة,2,120130104,4000035
4,12013,2,Female,مدرسة الشعلة,مصراتة,2,120130204,4000036
4,12014,1,Male,مدرسة شهداء الرملة,مصراتة,2,120140104,4000037
4,12014,2,Male,مدرسة شهداء الرملة,مصراتة,2,120140204,4000038
4,12014,3,Male,مدرسة شهداء الرملة,مصراتة,2,120140304,4000039
4,12014,4,Female,مدرسة شهداء الرملة,مصراتة,2,120140404,4000040
4,12015,1,Male,مدرسة شهداء الرويسات,مصراتة,2,120150104,4000041
4,12015,2,Male,مدرسة شهداء الرويسات,مصراتة,2,120150204,4000042
4,12015,3,Male,مدرسة شهداء الرويسات,مصراتة,2,120150304,4000043
4,12015,4,Female,مدرسة شهداء الرويسات,مصراتة,2,120150404,4000044
4,12015,5,Female,مدرسة شهداء الرويسات,مصراتة,2,120150504,4000045
4,12016,1,Male,مدرسة شهداء السبت,مصراتة,2,120160104,4000046
4,12016,2,Male,مدرسة شهداء السبت,مصراتة,2,120160204,4000047
4,12016,3,Female,مدرسة شهداء السبت,مصراتة,2,120160304,4000048
4,12016,4,Female,مدرسة شهداء السبت,مصراتة,2,120160404,4000049
4,12017,1,Male,شهداء ال ماطوس,مصراتة,2,120170104,4000050
4,12017,2,Male,شهداء ال ماطوس,مصراتة,2,120170204,4000051
4,12017,3,Female,شهداء ال ماطوس,مصراتة,2,120170304,4000052
4,12017,4,Female,شهداء ال ماطوس,مصراتة,2,120170404,4000053
4,12018,1,Male,ذات النطاقين,مصراتة,2,120180104,4000054
4,12018,2,Male,ذات النطاقين,مصراتة,2,120180204,4000055
4,12018,3,Female,ذات النطاقين,مصراتة,2,120180304,4000056
4,12018,4,Female,ذات النطاقين,مصراتة,2,120180404,4000057
4,12019,1,Male,مدرسة الحرية,مصراتة,2,120190104,4000058
4,12019,2,Male,مدرسة الحرية,مصراتة,2,120190204,4000059
4,12019,3,Female,مدرسة الحرية,مصراتة,2,120190304,4000060
4,12020,1,Male,مدرسة النضال,مصراتة,2,120200104,4000061
4,12020,2,Female,مدرسة النضال,مصراتة,2,120200204,4000062
4,12021,1,Male,مدرسة الاجيال,مصراتة,2,120210104,4000063
4,12021,2,Female,مدرسة الاجيال,مصراتة,2,120210204,4000064
4,12022,1,Male,مدرسة الصفاء,مصراتة,2,120220104,4000065
4,12022,2,Male,مدرسة الصفاء,مصراتة,2,120220204,4000066
4,12022,3,Female,مدرسة الصفاء,مصراتة,2,120220304,4000067
4,12022,4,Female,مدرسة الصفاء,مصراتة,2,120220404,4000068
4,12023,1,Male,ثانوية فاطمة الزهراء,مصراتة,2,120230104,4000069
4,12023,2,Female,ثانوية فاطمة الزهراء,مصراتة,2,120230204,4000070
4,12023,3,Female,ثانوية فاطمة الزهراء,مصراتة,2,120230304,4000071
